Order_ID,Date,Product,Category,Region,Sales_Channel,Customer_Segment,Quantity,Sales,Profit
ORD00302,2025-08-03,Mechanical Keyboard,Electronics,East,Offline,Small Business,4,278476,77294.59
ORD00303,2025-06-26,Backpack,Accessories,South,Online,Corporate,6,3078,379.65
ORD00304,2025-08-30,Laptop Pro 14,Electronics,South,Offline,Small Business,6,463464,49593.95
ORD00305,2025-04-23,Laptop Pro 14,Electronics,East,Online,Small Business,7,330428,61551.96
ORD00306,2025-10-18,Notebook,Stationery,West,Online,Consumer,3,3264,395.21
ORD00307,2025-04-30,Laptop Pro 14,Electronics,South,Online,Corporate,4,13248,1673.21
ORD00308,2025-06-15,Mechanical Keyboard,Electronics,East,Online,Corporate,1,3572,874.03
ORD00309,2025-10-28,Gel Pen Pack,Stationery,West,Offline,Small Business,2,1480,406.18
ORD00310,2025-03-31,Notebook,Stationery,East,Online,Consumer,6,2634,317.58
ORD00311,2025-12-26,Laptop Pro 14,Electronics,South,Online,Corporate,7,525567,137613.83
ORD00312,2025-06-19,Mechanical Keyboard,Electronics,North,Offline,Corporate,2,63788,12523.05
ORD00313,2025-05-16,Laptop Pro 14,Electronics,North,Online,Consumer,4,133628,14569.64
ORD00314,2025-08-13,Gel Pen Pack,Stationery,West,Online,Corporate,7,7623,996.96
ORD00315,2025-11-30,USB-C Hub,Electronics,East,Offline,Consumer,4,88076,10377.91
ORD00316,2025-06-25,Wireless Mouse,Electronics,North,Offline,Small Business,3,149736,39922.89
ORD00317,2025-09-05,USB-C Hub,Electronics,North,Offline,Consumer,1,57234,4929.79
ORD00318,2025-07-29,Office Chair,Furniture,West,Online,Consumer,5,56225,3453.12
ORD00319,2025-01-02,Notebook,Stationery,South,Online,Small Business,7,7441,538.04
ORD00320,2025-02-11,Standing Desk,Furniture,East,Online,Small Business,8,92832,15084.48
ORD00321,2025-07-18,Water Bottle,Accessories,East,Offline,Corporate,3,5484,836.47
ORD00322,2025-04-26,Standing Desk,Furniture,East,Offline,Small Business,5,17595,1226.59
ORD00323,2025-10-11,Office Chair,Furniture,West,Online,Corporate,1,18623,3874.06
ORD00324,2025-02-10,Standing Desk,Furniture,South,Online,Corporate,7,125664,25865.8
ORD00325,2025-03-27,Mechanical Keyboard,Electronics,West,Online,Small Business,4,103840,7063.69
ORD00326,2025-11-01,Mechanical Keyboard,Electronics,East,Offline,Small Business,5,213050,37915.18
ORD00327,2025-01-07,Backpack,Accessories,North,Online,Small Business,7,10598,1911.0
ORD00328,2025-05-27,Wireless Mouse,Electronics,West,Online,Consumer,6,327336,59432.87
ORD00329,2025-07-26,Standing Desk,Furniture,North,Offline,Corporate,3,8310,1735.28
ORD00330,2025-01-11,Notebook,Stationery,North,Online,Consumer,6,3924,970.77
ORD00331,2025-08-15,Standing Desk,Furniture,West,Offline,Small Business,6,90936,13785.43
ORD00332,2025-01-29,Notebook,Stationery,North,Online,Consumer,3,3351,272.1
ORD00333,2025-01-30,Office Chair,Furniture,East,Offline,Corporate,4,65824,13959.02
ORD00334,2025-07-23,Water Bottle,Accessories,South,Offline,Small Business,2,8608,1606.51
ORD00335,2025-06-29,Water Bottle,Accessories,North,Online,Small Business,6,15810,890.32
ORD00336,2025-04-24,Office Chair,Furniture,North,Offline,Consumer,4,41268,2253.73
ORD00337,2025-11-04,Mechanical Keyboard,Electronics,West,Offline,Corporate,1,30029,4428.54
ORD00338,2025-04-22,Standing Desk,Furniture,North,Offline,Small Business,8,189520,34953.56
ORD00339,2025-11-08,USB-C Hub,Electronics,East,Offline,Corporate,5,199105,12878.61
ORD00340,2025-12-02,Standing Desk,Furniture,West,Offline,Small Business,5,32060,8237.11
ORD00341,2025-01-14,Mechanical Keyboard,Electronics,North,Online,Corporate,8,315560,43958.53
ORD00342,2025-12-18,Office Chair,Furniture,South,Offline,Consumer,8,144984,35281.41
ORD00343,2025-03-07,Backpack,Accessories,South,Offline,Corporate,5,5155,521.26
ORD00344,2025-07-10,Notebook,Stationery,North,Offline,Consumer,5,5145,814.06
ORD00345,2025-03-03,Water Bottle,Accessories,South,Online,Consumer,7,5194,1300.03
ORD00346,2025-07-29,Notebook,Stationery,South,Offline,Small Business,8,3592,582.42
ORD00347,2025-01-03,Laptop Pro 14,Electronics,North,Online,Small Business,8,292408,47546.34
ORD00348,2025-11-21,Gel Pen Pack,Stationery,South,Offline,Consumer,7,7399,377.9
ORD00349,2025-09-29,Notebook,Stationery,East,Offline,Consumer,4,352,35.92
ORD00350,2025-07-16,Wireless Mouse,Electronics,West,Offline,Corporate,5,112955,30288.5
ORD00351,2025-06-25,Mechanical Keyboard,Electronics,South,Online,Consumer,8,382296,20796.4
ORD00352,2025-10-29,Laptop Pro 14,Electronics,East,Online,Small Business,3,50529,12713.36
ORD00353,2025-12-05,Laptop Pro 14,Electronics,North,Offline,Corporate,2,6574,1000.51
ORD00354,2025-04-16,Mechanical Keyboard,Electronics,South,Offline,Consumer,1,40167,4502.51
ORD00355,2025-11-13,Water Bottle,Accessories,South,Offline,Small Business,2,8754,837.66
ORD00356,2025-07-03,Office Chair,Furniture,South,Offline,Corporate,7,47285,7762.38
ORD00357,2025-01-02,Office Chair,Furniture,North,Online,Corporate,1,5118,1373.53
ORD00358,2025-08-22,Office Chair,Furniture,North,Offline,Corporate,5,83565,19807.5
ORD00359,2025-08-07,Notebook,Stationery,South,Offline,Corporate,2,198,40.11
ORD00360,2025-11-15,Backpack,Accessories,West,Offline,Corporate,5,8990,684.87
ORD00361,2025-12-20,Gel Pen Pack,Stationery,North,Online,Consumer,8,3368,271.05
ORD00362,2025-10-30,Gel Pen Pack,Stationery,East,Online,Small Business,8,7816,1489.76
ORD00363,2025-09-05,Mechanical Keyboard,Electronics,East,Online,Small Business,8,124016,8007.38
ORD00364,2025-10-23,Water Bottle,Accessories,South,Offline,Corporate,4,4320,646.08
ORD00365,2025-03-18,Gel Pen Pack,Stationery,West,Online,Consumer,1,401,98.34
ORD00366,2025-06-14,Backpack,Accessories,West,Offline,Consumer,4,17808,1802.57
ORD00367,2025-08-24,Wireless Mouse,Electronics,North,Offline,Small Business,8,606464,92683.27
ORD00368,2025-02-22,Laptop Pro 14,Electronics,East,Online,Small Business,7,383222,88949.72
ORD00369,2025-06-24,Backpack,Accessories,West,Offline,Small Business,6,18114,3239.41
ORD00370,2025-02-28,Backpack,Accessories,East,Offline,Small Business,2,6418,1545.92
ORD00371,2025-01-24,Wireless Mouse,Electronics,South,Online,Consumer,3,195726,21233.64
ORD00372,2025-04-21,Gel Pen Pack,Stationery,North,Online,Corporate,8,6176,1384.32
ORD00373,2025-12-04,Backpack,Accessories,West,Offline,Small Business,3,2091,370.61
ORD00374,2025-12-21,Mechanical Keyboard,Electronics,West,Offline,Small Business,3,52581,8725.57
ORD00375,2025-05-21,Office Chair,Furniture,East,Offline,Small Business,7,77973,6376.74
ORD00376,2025-11-20,Water Bottle,Accessories,South,Online,Small Business,4,12512,3276.57
ORD00377,2025-12-22,Water Bottle,Accessories,West,Offline,Corporate,6,29844,7962.83
ORD00378,2025-09-25,Laptop Pro 14,Electronics,South,Offline,Consumer,2,8024,1638.17
ORD00379,2025-12-16,Standing Desk,Furniture,North,Offline,Corporate,5,17660,3943.95
ORD00380,2025-11-12,Wireless Mouse,Electronics,East,Online,Corporate,4,297064,68440.77
ORD00381,2025-08-02,Gel Pen Pack,Stationery,West,Online,Small Business,6,636,61.51
ORD00382,2025-10-29,Notebook,Stationery,North,Online,Consumer,4,3996,1103.67
ORD00383,2025-03-03,Water Bottle,Accessories,South,Offline,Consumer,7,34013,3767.79
ORD00384,2025-08-27,Notebook,Stationery,East,Offline,Small Business,3,2220,506.03
ORD00385,2025-07-03,Water Bottle,Accessories,South,Offline,Small Business,2,3612,613.1
ORD00386,2025-07-26,Water Bottle,Accessories,East,Online,Small Business,2,6036,761.41
ORD00387,2025-09-01,Water Bottle,Accessories,South,Online,Small Business,1,3950,415.86
ORD00388,2025-07-15,Notebook,Stationery,East,Offline,Corporate,2,2372,132.08
ORD00389,2025-06-01,Laptop Pro 14,Electronics,North,Online,Consumer,4,170736,15110.27
ORD00390,2025-12-17,Office Chair,Furniture,North,Online,Consumer,7,57652,11455.98
ORD00391,2025-06-19,Backpack,Accessories,North,Online,Corporate,1,1758,409.03
ORD00392,2025-07-18,Gel Pen Pack,Stationery,North,Online,Small Business,8,5816,811.83
ORD00393,2025-02-02,USB-C Hub,Electronics,East,Online,Corporate,1,10214,1191.59
ORD00394,2025-07-15,Backpack,Accessories,West,Offline,Small Business,7,32690,3287.6
ORD00395,2025-06-02,Mechanical Keyboard,Electronics,West,Online,Corporate,6,12966,772.88
ORD00396,2025-06-26,Office Chair,Furniture,South,Offline,Consumer,4,90660,7889.19
ORD00397,2025-04-03,Wireless Mouse,Electronics,East,Online,Consumer,1,72639,14853.78
ORD00398,2025-09-07,USB-C Hub,Electronics,North,Online,Corporate,6,285060,32947.67
ORD00399,2025-08-19,Backpack,Accessories,East,Offline,Consumer,6,29598,5338.84
ORD00400,2025-06-10,Laptop Pro 14,Electronics,South,Offline,Corporate,4,118940,28929.22
ORD00401,2025-08-17,Backpack,Accessories,North,Offline,Consumer,6,10434,2070.91
ORD00402,2025-04-11,Water Bottle,Accessories,West,Online,Consumer,5,22270,4348.75
ORD00403,2025-05-14,Water Bottle,Accessories,East,Online,Corporate,8,17032,4343.68
ORD00404,2025-09-19,Water Bottle,Accessories,South,Online,Corporate,2,772,156.27
ORD00405,2025-04-02,Mechanical Keyboard,Electronics,South,Online,Corporate,3,192219,43275.93
ORD00406,2025-04-30,Notebook,Stationery,West,Online,Consumer,1,819,129.42
ORD00407,2025-02-22,Notebook,Stationery,West,Offline,Small Business,5,5970,537.21
ORD00408,2025-09-22,Wireless Mouse,Electronics,East,Offline,Corporate,5,250130,32808.69
ORD00409,2025-01-04,USB-C Hub,Electronics,East,Online,Consumer,3,175074,29472.74
ORD00410,2025-03-22,Mechanical Keyboard,Electronics,North,Offline,Small Business,6,477648,112997.05
ORD00411,2025-09-03,Backpack,Accessories,South,Online,Consumer,4,1932,204.88
ORD00412,2025-01-21,Water Bottle,Accessories,West,Online,Small Business,3,5322,898.5
ORD00413,2025-02-13,Standing Desk,Furniture,West,Online,Small Business,4,85496,7628.84
ORD00414,2025-11-16,Mechanical Keyboard,Electronics,North,Online,Corporate,5,113415,21231.59
ORD00415,2025-03-09,Gel Pen Pack,Stationery,South,Online,Consumer,2,2300,477.03
ORD00416,2025-11-11,Backpack,Accessories,South,Online,Small Business,1,1063,171.05
ORD00417,2025-09-25,Gel Pen Pack,Stationery,West,Offline,Corporate,7,8155,838.19
ORD00418,2025-12-23,USB-C Hub,Electronics,North,Offline,Small Business,2,112938,25540.65
ORD00419,2025-07-29,Water Bottle,Accessories,North,Offline,Small Business,5,22900,1765.6
ORD00420,2025-12-19,Office Chair,Furniture,East,Offline,Small Business,6,80220,11872.28
ORD00421,2025-10-17,Gel Pen Pack,Stationery,West,Online,Corporate,6,5358,777.14
ORD00422,2025-10-12,Water Bottle,Accessories,North,Online,Corporate,8,28488,6245.42
ORD00423,2025-02-21,Mechanical Keyboard,Electronics,North,Online,Corporate,4,269316,51500.18
ORD00424,2025-02-16,Laptop Pro 14,Electronics,South,Offline,Consumer,3,187566,12142.74
ORD00425,2025-01-20,USB-C Hub,Electronics,North,Online,Small Business,7,372491,79589.91
ORD00426,2025-08-13,Backpack,Accessories,South,Online,Small Business,1,2642,250.44
ORD00427,2025-07-04,Laptop Pro 14,Electronics,East,Offline,Corporate,4,2948,676.05
ORD00428,2025-04-13,USB-C Hub,Electronics,East,Offline,Corporate,1,9693,2524.56
ORD00429,2025-11-07,Office Chair,Furniture,North,Online,Small Business,4,58944,5320.17
ORD00430,2025-06-24,Standing Desk,Furniture,West,Offline,Consumer,2,19888,4169.8
ORD00431,2025-08-23,Notebook,Stationery,West,Online,Small Business,8,8536,932.97
ORD00432,2025-06-11,Office Chair,Furniture,East,Online,Corporate,7,128968,27236.53
ORD00433,2025-07-24,Wireless Mouse,Electronics,South,Offline,Consumer,6,63990,7818.99
ORD00434,2025-09-13,Office Chair,Furniture,South,Offline,Consumer,4,37724,3874.92
ORD00435,2025-03-03,Wireless Mouse,Electronics,West,Offline,Small Business,2,130548,35292.14
ORD00436,2025-09-10,Notebook,Stationery,South,Online,Small Business,5,5630,796.71
ORD00437,2025-09-02,Gel Pen Pack,Stationery,North,Offline,Corporate,1,886,137.47
ORD00438,2025-01-07,Laptop Pro 14,Electronics,East,Online,Small Business,4,201728,26863.82
ORD00439,2025-05-02,Standing Desk,Furniture,West,Online,Corporate,5,107945,9963.34
ORD00440,2025-07-06,Notebook,Stationery,South,Online,Small Business,7,3136,251.39
ORD00441,2025-05-01,Standing Desk,Furniture,North,Online,Corporate,7,55468,8807.6
ORD00442,2025-03-10,Backpack,Accessories,North,Offline,Consumer,6,29430,7282.61
ORD00443,2025-01-31,Mechanical Keyboard,Electronics,East,Offline,Corporate,4,136120,30117.43
ORD00444,2025-10-13,Water Bottle,Accessories,South,Online,Corporate,5,6465,845.3
ORD00445,2025-06-16,Notebook,Stationery,South,Online,Small Business,8,6880,1077.84
ORD00446,2025-08-04,Notebook,Stationery,East,Offline,Small Business,7,2877,294.86
ORD00447,2025-11-06,Standing Desk,Furniture,West,Online,Consumer,7,112546,30620.5
ORD00448,2025-03-06,Laptop Pro 14,Electronics,North,Online,Consumer,4,134732,11908.88
ORD00449,2025-10-08,Backpack,Accessories,South,Online,Small Business,1,981,72.5
ORD00450,2025-06-08,Gel Pen Pack,Stationery,South,Online,Consumer,4,3948,316.6
ORD00451,2025-06-16,Notebook,Stationery,South,Offline,Small Business,8,5096,776.19
ORD00452,2025-08-11,USB-C Hub,Electronics,West,Offline,Corporate,5,231020,54308.83
ORD00453,2025-05-14,Gel Pen Pack,Stationery,South,Offline,Corporate,3,240,57.01
ORD00454,2025-10-01,Backpack,Accessories,East,Online,Consumer,1,374,84.58
ORD00455,2025-07-11,Water Bottle,Accessories,West,Offline,Consumer,4,14132,1518.85
ORD00456,2025-02-10,Standing Desk,Furniture,East,Offline,Consumer,7,128996,25688.92
ORD00457,2025-04-04,Wireless Mouse,Electronics,West,Online,Corporate,3,115971,13057.27
ORD00458,2025-03-19,Laptop Pro 14,Electronics,South,Offline,Small Business,1,70819,8136.14
ORD00459,2025-04-30,Laptop Pro 14,Electronics,East,Offline,Corporate,2,40900,5261.37
ORD00460,2025-12-23,Backpack,Accessories,West,Online,Small Business,1,759,84.47
ORD00461,2025-04-03,Backpack,Accessories,South,Offline,Corporate,4,5196,1424.52
ORD00462,2025-01-18,Office Chair,Furniture,East,Offline,Consumer,4,18312,2907.03
ORD00463,2025-10-09,Laptop Pro 14,Electronics,North,Online,Consumer,2,67804,9011.02
ORD00464,2025-11-21,Office Chair,Furniture,West,Online,Consumer,7,13951,2573.68
ORD00465,2025-10-25,Laptop Pro 14,Electronics,West,Online,Small Business,8,630768,67622.19
ORD00466,2025-06-23,USB-C Hub,Electronics,South,Offline,Consumer,1,8534,1980.21
ORD00467,2025-10-13,Notebook,Stationery,South,Offline,Consumer,6,738,97.7
ORD00468,2025-12-28,Backpack,Accessories,South,Offline,Corporate,8,34512,3232.0
ORD00469,2025-05-21,Backpack,Accessories,East,Offline,Corporate,3,11943,1409.33
ORD00470,2025-11-23,Laptop Pro 14,Electronics,North,Offline,Consumer,7,175126,21673.53
ORD00471,2025-12-16,Water Bottle,Accessories,East,Online,Consumer,8,23536,3395.19
ORD00472,2025-12-04,Water Bottle,Accessories,West,Online,Consumer,2,1112,107.28
ORD00473,2025-10-20,Laptop Pro 14,Electronics,North,Online,Consumer,7,454391,61007.18
ORD00474,2025-02-10,Backpack,Accessories,North,Offline,Small Business,8,26584,6185.5
ORD00475,2025-02-06,Laptop Pro 14,Electronics,South,Offline,Consumer,5,54575,3999.35
ORD00476,2025-09-27,Office Chair,Furniture,West,Online,Small Business,4,87960,19554.8
ORD00477,2025-07-03,USB-C Hub,Electronics,East,Online,Small Business,8,453416,80024.32
ORD00478,2025-08-15,USB-C Hub,Electronics,West,Offline,Small Business,6,252042,36505.5
ORD00479,2025-10-16,Office Chair,Furniture,West,Offline,Consumer,4,78120,21184.57
ORD00480,2025-05-26,Laptop Pro 14,Electronics,South,Online,Corporate,1,68544,8162.0
ORD00481,2025-12-20,Laptop Pro 14,Electronics,East,Online,Consumer,5,366345,21496.89
ORD00482,2025-07-07,Standing Desk,Furniture,South,Online,Small Business,4,39584,7173.1
ORD00483,2025-09-05,Notebook,Stationery,West,Online,Consumer,3,825,48.34
ORD00484,2025-06-28,Notebook,Stationery,West,Online,Corporate,7,3808,745.58
ORD00485,2025-01-22,Water Bottle,Accessories,South,Online,Consumer,6,17862,2957.1
ORD00486,2025-08-17,Gel Pen Pack,Stationery,East,Online,Corporate,2,1346,113.12
ORD00487,2025-01-26,USB-C Hub,Electronics,South,Online,Corporate,7,245791,36852.17
ORD00488,2025-04-12,Water Bottle,Accessories,South,Online,Consumer,8,39176,7509.23
ORD00489,2025-08-09,Standing Desk,Furniture,East,Online,Corporate,6,26610,3922.7
ORD00490,2025-11-01,Notebook,Stationery,West,Online,Consumer,1,796,153.89
ORD00491,2025-12-17,Office Chair,Furniture,South,Offline,Consumer,6,25866,2739.24
ORD00492,2025-12-22,Notebook,Stationery,South,Online,Small Business,2,2088,263.78
ORD00493,2025-05-13,Water Bottle,Accessories,North,Offline,Consumer,8,27080,4985.19
ORD00494,2025-05-26,Laptop Pro 14,Electronics,East,Offline,Consumer,4,145028,9472.87
ORD00495,2025-05-30,Laptop Pro 14,Electronics,West,Online,Consumer,7,216993,55960.45
ORD00496,2025-09-14,Office Chair,Furniture,East,Offline,Corporate,8,198768,21248.34
ORD00497,2025-03-22,Gel Pen Pack,Stationery,South,Offline,Consumer,1,800,155.04
ORD00498,2025-07-18,Standing Desk,Furniture,West,Online,Consumer,1,10681,1373.69
ORD00499,2025-09-24,Gel Pen Pack,Stationery,East,Offline,Small Business,4,1568,428.41
ORD00500,2025-04-16,Mechanical Keyboard,Electronics,South,Offline,Consumer,3,230568,27914.78
ORD00501,2025-03-22,USB-C Hub,Electronics,South,Online,Corporate,6,57528,5312.77
ORD00502,2025-07-30,Gel Pen Pack,Stationery,North,Online,Consumer,5,3200,733.42
ORD00503,2025-11-10,Laptop Pro 14,Electronics,North,Offline,Consumer,5,375115,38678.05
ORD00504,2025-03-10,Backpack,Accessories,South,Online,Consumer,8,34600,5500.87
ORD00505,2025-07-29,Laptop Pro 14,Electronics,North,Online,Corporate,1,36070,8090.09
ORD00506,2025-09-08,USB-C Hub,Electronics,West,Offline,Corporate,6,364026,83190.64
ORD00507,2025-10-20,USB-C Hub,Electronics,North,Online,Small Business,1,68942,16560.72
ORD00508,2025-07-22,Water Bottle,Accessories,West,Offline,Corporate,1,703,65.85
ORD00509,2025-08-25,Standing Desk,Furniture,West,Offline,Consumer,3,33441,8622.61
ORD00510,2025-02-27,Water Bottle,Accessories,East,Offline,Consumer,3,4224,593.07
ORD00511,2025-08-21,Mechanical Keyboard,Electronics,South,Online,Consumer,4,241184,50430.37
ORD00512,2025-12-28,Wireless Mouse,Electronics,South,Offline,Small Business,8,386168,83868.35
ORD00513,2025-01-23,Gel Pen Pack,Stationery,South,Online,Corporate,3,1161,290.05
ORD00514,2025-06-08,Standing Desk,Furniture,South,Online,Small Business,8,176216,45228.42
ORD00515,2025-01-07,Standing Desk,Furniture,West,Online,Consumer,8,142712,27091.92
ORD00516,2025-12-04,USB-C Hub,Electronics,North,Online,Small Business,8,481376,90633.38
ORD00517,2025-11-14,Standing Desk,Furniture,North,Online,Consumer,4,30224,6052.47
ORD00518,2025-11-05,USB-C Hub,Electronics,South,Online,Small Business,5,220495,32170.24
ORD00519,2025-11-09,Standing Desk,Furniture,East,Offline,Corporate,3,61413,4386.06
ORD00520,2025-02-04,Gel Pen Pack,Stationery,East,Offline,Small Business,7,4753,384.73
ORD00521,2025-09-26,Gel Pen Pack,Stationery,North,Offline,Small Business,4,796,144.41
ORD00522,2025-12-28,USB-C Hub,Electronics,East,Online,Small Business,5,283370,48410.93
ORD00523,2025-09-12,USB-C Hub,Electronics,North,Online,Consumer,8,522024,143676.28
ORD00524,2025-11-17,Backpack,Accessories,East,Online,Consumer,2,7382,446.34
ORD00525,2025-12-20,Office Chair,Furniture,East,Online,Consumer,5,18610,3099.28
ORD00526,2025-06-24,Notebook,Stationery,East,Offline,Corporate,7,973,92.07
ORD00527,2025-11-27,Laptop Pro 14,Electronics,West,Offline,Small Business,3,191430,49018.25
ORD00528,2025-09-24,Laptop Pro 14,Electronics,South,Offline,Corporate,5,373740,64751.82
ORD00529,2025-03-18,Wireless Mouse,Electronics,West,Online,Small Business,5,23925,5831.8
ORD00530,2025-06-07,Wireless Mouse,Electronics,South,Offline,Corporate,6,29070,4776.86
ORD00531,2025-04-21,Standing Desk,Furniture,North,Offline,Small Business,5,25885,5924.86
ORD00532,2025-09-05,Laptop Pro 14,Electronics,East,Online,Consumer,3,76893,9333.46
ORD00533,2025-12-13,Water Bottle,Accessories,North,Online,Corporate,3,10425,2232.47
ORD00534,2025-12-18,Laptop Pro 14,Electronics,East,Online,Small Business,2,88768,15066.85
ORD00535,2025-11-24,Standing Desk,Furniture,East,Offline,Small Business,4,32284,3668.41
ORD00536,2025-05-20,Wireless Mouse,Electronics,North,Online,Small Business,3,64029,17313.99
ORD00537,2025-10-09,Notebook,Stationery,East,Offline,Small Business,6,3960,354.0
ORD00538,2025-01-26,Backpack,Accessories,North,Offline,Corporate,3,3501,483.94
ORD00539,2025-12-27,Mechanical Keyboard,Electronics,North,Offline,Small Business,8,378496,80985.54
ORD00540,2025-02-17,Mechanical Keyboard,Electronics,South,Online,Small Business,8,107584,17022.54
ORD00541,2025-07-06,Standing Desk,Furniture,North,Online,Corporate,7,170968,26372.69
ORD00542,2025-06-29,Wireless Mouse,Electronics,South,Online,Corporate,8,489240,92476.76
ORD00543,2025-06-16,Wireless Mouse,Electronics,South,Online,Small Business,2,80598,14976.98
ORD00544,2025-09-04,Mechanical Keyboard,Electronics,West,Offline,Small Business,7,65506,15092.07
ORD00545,2025-03-30,Office Chair,Furniture,North,Offline,Consumer,2,34890,4355.56
ORD00546,2025-07-27,Standing Desk,Furniture,North,Online,Consumer,2,10126,1657.5
ORD00547,2025-10-25,Mechanical Keyboard,Electronics,West,Offline,Consumer,1,19931,3431.9
ORD00548,2025-12-15,Office Chair,Furniture,East,Online,Small Business,6,121116,26051.08
ORD00549,2025-11-10,Laptop Pro 14,Electronics,North,Online,Small Business,7,121926,31365.15
ORD00550,2025-07-03,Water Bottle,Accessories,West,Offline,Small Business,2,7672,1622.71
ORD00551,2025-07-27,Gel Pen Pack,Stationery,South,Offline,Corporate,7,3584,570.65
ORD00552,2025-03-20,Gel Pen Pack,Stationery,South,Offline,Small Business,5,515,102.55
ORD00553,2025-03-11,Gel Pen Pack,Stationery,West,Online,Corporate,2,1862,475.79
ORD00554,2025-08-06,Water Bottle,Accessories,North,Offline,Small Business,8,14576,2152.84
ORD00555,2025-12-31,Office Chair,Furniture,West,Offline,Consumer,5,96980,26668.89
ORD00556,2025-09-04,USB-C Hub,Electronics,North,Online,Corporate,2,38646,6527.25
ORD00557,2025-12-17,Wireless Mouse,Electronics,West,Offline,Corporate,5,38085,6011.33
ORD00558,2025-05-31,Notebook,Stationery,West,Online,Small Business,5,3510,385.76
ORD00559,2025-12-03,Laptop Pro 14,Electronics,North,Offline,Corporate,5,21390,1693.42
ORD00560,2025-11-12,Mechanical Keyboard,Electronics,South,Offline,Corporate,5,183865,34728.23
ORD00561,2025-05-14,Mechanical Keyboard,Electronics,North,Online,Small Business,4,257036,33120.38
ORD00562,2025-09-11,Mechanical Keyboard,Electronics,East,Online,Small Business,7,356454,35109.67
ORD00563,2025-03-01,Standing Desk,Furniture,South,Offline,Small Business,1,16704,1993.03
ORD00564,2025-08-31,Gel Pen Pack,Stationery,West,Offline,Small Business,5,4850,564.65
ORD00565,2025-09-29,Notebook,Stationery,East,Offline,Corporate,1,804,153.09
ORD00566,2025-02-20,Standing Desk,Furniture,South,Offline,Small Business,5,71585,15669.39
ORD00567,2025-06-10,Mechanical Keyboard,Electronics,North,Offline,Corporate,1,1810,131.17
ORD00568,2025-05-26,Office Chair,Furniture,South,Online,Small Business,5,13075,824.81
ORD00569,2025-02-14,Wireless Mouse,Electronics,East,Offline,Corporate,3,149931,31485.56
ORD00570,2025-11-24,Wireless Mouse,Electronics,North,Offline,Consumer,8,295408,25774.99
ORD00571,2025-07-18,Gel Pen Pack,Stationery,West,Online,Small Business,6,3732,564.77
ORD00572,2025-04-02,Gel Pen Pack,Stationery,North,Offline,Small Business,8,9496,951.77
ORD00573,2025-02-22,Standing Desk,Furniture,West,Online,Small Business,1,3807,206.78
ORD00574,2025-01-20,Laptop Pro 14,Electronics,West,Offline,Corporate,7,249354,45424.13
ORD00575,2025-02-05,Gel Pen Pack,Stationery,East,Offline,Small Business,4,4268,770.23
ORD00576,2025-07-25,Standing Desk,Furniture,West,Offline,Small Business,1,13471,922.83
ORD00577,2025-04-01,Office Chair,Furniture,North,Offline,Corporate,1,23150,4862.73
ORD00578,2025-11-20,Wireless Mouse,Electronics,South,Offline,Corporate,8,204264,11404.85
ORD00579,2025-10-04,Wireless Mouse,Electronics,North,Offline,Small Business,5,330970,19368.3
ORD00580,2025-07-27,Laptop Pro 14,Electronics,South,Online,Consumer,2,56890,15145.29
ORD00581,2025-03-14,Laptop Pro 14,Electronics,South,Online,Consumer,8,25584,5405.85
ORD00582,2025-06-07,Laptop Pro 14,Electronics,North,Online,Corporate,2,120986,28806.05
ORD00583,2025-11-12,USB-C Hub,Electronics,West,Offline,Consumer,4,35884,8491.94
ORD00584,2025-10-07,USB-C Hub,Electronics,North,Offline,Consumer,3,128553,16347.55
ORD00585,2025-03-28,Gel Pen Pack,Stationery,North,Online,Consumer,6,5868,1542.73
ORD00586,2025-07-12,USB-C Hub,Electronics,North,Offline,Corporate,3,8244,425.9
ORD00587,2025-12-21,Backpack,Accessories,South,Online,Small Business,3,13755,2112.72
ORD00588,2025-11-02,Laptop Pro 14,Electronics,North,Online,Consumer,3,198663,25827.45
ORD00589,2025-09-29,Wireless Mouse,Electronics,South,Offline,Consumer,2,96270,15092.22
ORD00590,2025-02-27,Office Chair,Furniture,North,Online,Small Business,3,53406,10901.92
ORD00591,2025-05-26,Notebook,Stationery,North,Online,Consumer,4,3056,183.25
ORD00592,2025-09-06,Laptop Pro 14,Electronics,East,Online,Consumer,2,19974,2923.9
ORD00593,2025-04-27,Notebook,Stationery,North,Offline,Small Business,2,978,249.4
ORD00594,2025-01-28,Backpack,Accessories,South,Offline,Small Business,7,12306,1711.59
ORD00595,2025-11-20,Office Chair,Furniture,North,Offline,Consumer,6,48756,2797.7
ORD00596,2025-08-27,Wireless Mouse,Electronics,South,Online,Small Business,8,444136,112754.61
ORD00597,2025-04-28,Water Bottle,Accessories,West,Offline,Consumer,2,4146,771.42
ORD00598,2025-05-07,Gel Pen Pack,Stationery,North,Offline,Consumer,4,2140,556.75
ORD00599,2025-08-29,Laptop Pro 14,Electronics,North,Offline,Corporate,1,56497,13346.56
ORD00600,2025-02-12,Office Chair,Furniture,North,Online,Corporate,1,8643,1020.15
ORD00601,2025-03-24,Standing Desk,Furniture,South,Offline,Consumer,8,165000,25849.72
ORD00602,2025-11-17,Notebook,Stationery,East,Online,Corporate,8,1792,457.84
ORD00603,2025-05-19,Gel Pen Pack,Stationery,East,Online,Consumer,4,3068,516.62
ORD00604,2025-07-07,Gel Pen Pack,Stationery,North,Online,Consumer,8,6640,1321.89
